"","V1","V2","V3","V4","V5","V6"
"1",-0.729261694905234,-0.976307177256803,-0.372295038034472,0.186951336898156,0.0122032154588192,0.145473493158602
"2",-0.33333200607829,-0.321329533581415,-0.149832840017,-0.369357044087118,0.249800409393272,-0.188031294626878
"3",0.648771352386852,0.132369915436497,0.0260734156108836,0.782953142607609,0.252204819013639,0.712381406153781
"4",-0.874650598812051,-0.844343715743826,-0.222863567067427,0.534048264207332,-0.0502134171620802,-0.230742528255903
"5",0.35233100890931,0.257917462096324,-0.267341975609335,0.203097474335618,0.360476237722142,0.268354182896053
"6",0.0891729381649693,0.478607625176303,-0.0276633259282034,-0.0501345939966675,0.297815980408189,-0.185976211175924
"7",-0.233296237921401,-0.255232078030211,-0.141071512545508,0.280770319240023,0.307529481116958,0.406790714332952
"8",-0.500091358090062,-0.568006862887714,-0.393672125128287,0.114210347440613,0.048288312353716,0.399768523797831
"9",-0.557649166539773,-0.141289698110375,0.179422649890345,0.655393704600246,0.525396952629516,0.310820498154755
"10",-0.628079898750959,0.0745388290257472,0.370199391574547,-0.135834458954852,0.067230790537879,0.241895613635856
"11",0.308056921577822,0.0477386930706818,0.162522332799709,0.643509800602997,0.254513570370692,0.568549232269367
"12",-0.0256180837930353,-0.233968110690777,-0.0520804742634554,0.45676418277077,-0.678077208955715,0.560781265675832
"13",0.874074191075451,1.35116022059889,0.603849443147357,-0.88333194912631,-1.14389864773615,-1.01933460957542
"14",1.2935365323391,0.872706819450188,0.859498284326236,0.441606782027809,0.0499210529937398,-0.170318698647162
"15",0.694644107212204,-0.208928100878048,-0.601812989092854,0.0120616317543732,-0.00904567191694955,0.245558495630126
"16",-0.363880881972239,-0.957369825859129,-0.703100108348971,0.136660748088276,0.138991807344504,-0.0365086705833549
"17",-0.0131205813166748,-0.314157156713639,-0.0714807315026616,-0.49636500334753,-0.393065792654528,-0.273597015839905
"18",-0.404943228225732,-0.0515589989480616,-0.686404581639543,-0.243783764968139,-0.222169256376741,-0.0254112339558765
"19",-0.0189230805703404,0.483385189151372,-0.40983702423494,0.0907754017037,0.191492932648486,-0.151616674742423
"20",-0.483625595601101,-0.48897119136331,-0.37761770564307,-0.208143196870738,0.130084130989733,-0.218807704677045
"21",0.304485685103387,0.329556358373252,0.105535288079187,-0.675103965708791,-0.335199466386079,-0.0868512217167817
"22",-0.216422959589112,-0.504934296412091,-0.78442801586766,-1.0115214691606,-0.685741917774719,-0.372920189809246
"23",0.41137087465521,0.79885958362434,0.270582100294656,-0.555506749605566,-0.935052499906207,-0.329732881187794
"24",-0.0125692896644081,-0.449576474069661,0.212640776120685,0.714248866015224,0.144425768094076,0.102530986278091
"25",-0.18648733910388,-0.552798108634617,-0.831071407736766,0.164885308126891,-0.540107612201013,-0.0347257084477479
"26",-0.129172357728689,-0.235424835601778,-0.0638640739390027,0.552625116947482,0.927665611084426,0.161318463817678
"27",-0.640498574314052,-0.945997982641784,-0.475156900449017,0.184549197657197,0.284144625330885,-0.0269833127012877
"28",-0.328866604371595,0.265337395197866,-0.257179343662181,-0.316516007809255,0.374450770152768,0.340738160613025
"29",-0.54316393503126,-0.743256857847546,0.0986379229642647,-0.200911910066398,-0.913605207623064,-0.382460972086644
"30",-0.248223927522609,-0.11132639900832,0.194347909007777,-0.0663633134235725,-0.468281731712418,-0.346222471637526
"31",0.0601545468494474,-0.264772913313493,0.479867525994831,-0.379286235866707,-0.355001516709753,-0.25954371827019
"32",0.16569159798721,0.262309901044503,0.00901863668275193,-0.361548010629988,-0.313039698827008,-0.7274082697505
"33",-0.639418479024522,-0.406416948731286,-0.383782891586764,-0.906532414288861,-0.226906938597866,-0.527807277191145
"34",-0.391329789491654,-0.4001826171065,0.210857525399871,0.166323132518372,1.09940596446617,0.682798199215286
"35",-0.085213523804606,0.834788189671443,0.306356483589472,0.283660117819305,0.46891165970868,-0.0200926305156323
"36",0.941404933710278,0.922083882583647,1.04161861013539,0.129924498920305,-0.17975285204935,0.122730853865866
"37",-0.127913640679245,0.314081148475576,0.787810716428928,0.361036665180714,0.408819125075005,0.245828204785548
"38",0.82443826067834,0.52903514416765,-0.379464358021606,0.780747453569851,0.955985125934024,0.316124898060123
"39",0.520953430536107,0.601438193974693,-0.0898171075955733,-0.310838796796389,-0.743253656166953,-0.417352416451344
